Vocabulary Size, Context Size, Embedding Mode, Embedding Size, POS Tag, English Lemma, Word Form, Translation Vocabulary Size, Closest Correct Translation, Closest Correct Translation Vocabulary Size, (Average Lemma) Relative Rank, Actual Closest Translation, Average POS Relative Rank
500 , 1 , state , 5 , Noun  , male  ,  ,  ,  ,  , 0.938 ,  ,
500 , 1 , state , 5 , Noun  , female  , frau , 500 , women , 500 , 0.8220000000000001 , ever ,
500 , 1 , state , 5 , Noun  , female  , frauen , 500 , women , 500 , 0.8 , due ,
500 , 1 , state , 5 , Noun  , female  ,  ,  ,  ,  , 0.811 ,  ,
500 , 1 , state , 5 , Noun  , country  , land , 500 , country , 500 , 0.238 , sure ,
500 , 1 , state , 5 , Noun  , country  ,  ,  ,  ,  , 0.238 ,  ,
500 , 1 , state , 5 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Noun  , year  , jahren , 500 , year , 500 , 0.40800000000000003 , sure ,
500 , 1 , state , 5 , Noun  , year  , jahre , 500 , year , 500 , 0.406 , sure ,
500 , 1 , state , 5 , Noun  , year  , jahres , 500 , year , 500 , 0.40800000000000003 , sure ,
500 , 1 , state , 5 , Noun  , year  , jahr , 500 , year , 500 , 0.406 , sure ,
500 , 1 , state , 5 , Noun  , year  ,  ,  ,  ,  , 0.40700000000000003 ,  ,
500 , 1 , state , 5 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.63
500 , 1 , state , 5 , Proper Noun   , America  , usa , 500 , america , 500 , 0.492 , sure ,
500 , 1 , state , 5 , Proper Noun   , America  ,  ,  ,  ,  , 0.492 ,  ,
500 , 1 , state , 5 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.492
500 , 1 , state , 10 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.050000000000000044 , sure ,
500 , 1 , state , 10 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.050000000000000044 ,  ,
500 , 1 , state , 10 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.718 , sure ,
500 , 1 , state , 10 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.718 ,  ,
500 , 1 , state , 10 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.384
500 , 1 , state , 10 , Verb  , (to) go  , ging , 500 , go , 500 , 0.966 , old ,
500 , 1 , state , 10 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.964 , old ,
500 , 1 , state , 10 , Verb  , (to) go  , geht , 500 , go , 500 , 0.964 , old ,
500 , 1 , state , 10 , Verb  , (to) go  ,  ,  ,  ,  , 0.9646666666666667 ,  ,
500 , 1 , state , 10 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.366 , sure ,
500 , 1 , state , 10 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.394 , sure ,
500 , 1 , state , 10 , Verb  , (to) show  ,  ,  ,  ,  , 0.38 ,  ,
500 , 1 , state , 10 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) make  , gemacht , 500 , made , 500 , 0.61 , sure ,
500 , 1 , state , 10 , Verb  , (to) make  , machen , 500 , made , 500 , 0.628 , sure ,
500 , 1 , state , 10 , Verb  , (to) make  , macht , 500 , made , 500 , 0.626 , sure ,
500 , 1 , state , 10 , Verb  , (to) make  ,  ,  ,  ,  , 0.6213333333333333 ,  ,
500 , 1 , state , 10 , Verb  , (to) do  , tun , 500 , do , 500 , 0.972 , old ,
500 , 1 , state , 10 , Verb  , (to) do  ,  ,  ,  ,  , 0.972 ,  ,
500 , 1 , state , 10 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.886 , ever ,
500 , 1 , state , 10 , Verb  , (to) take  ,  ,  ,  ,  , 0.886 ,  ,
500 , 1 , state , 10 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.854 , ever ,
500 , 1 , state , 10 , Verb  , (to) play  ,  ,  ,  ,  , 0.854 ,  ,
500 , 1 , state , 10 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.928 , old ,
500 , 1 , state , 10 , Verb  , (to) have  , habe , 500 , has , 500 , 0.926 , old ,
500 , 1 , state , 10 , Verb  , (to) have  , hat , 500 , has , 500 , 0.9299999999999999 , old ,
500 , 1 , state , 10 , Verb  , (to) have  , haben , 500 , has , 500 , 0.922 , old ,
500 , 1 , state , 10 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.926 , old ,
500 , 1 , state , 10 , Verb  , (to) have  ,  ,  ,  ,  , 0.9263999999999999 ,  ,
500 , 1 , state , 10 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.8038750000000001
500 , 1 , state , 10 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.754 , sure ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.758 , sure ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , gut , 500 , best , 500 , 0.79 , due ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , gute , 500 , best , 500 , 0.754 , sure ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.764 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.30000000000000004 , sure ,
500 , 1 , state , 10 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.30000000000000004 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.926 , old ,
500 , 1 , state , 10 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.9319999999999999 , old ,
500 , 1 , state , 10 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.929 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.7448571428571429
500 , 1 , state , 10 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , day  , tagen , 500 , day , 500 , 0.864 , ever ,
500 , 1 , state , 10 , Noun  , day  , tage , 500 , day , 500 , 0.864 , ever ,
500 , 1 , state , 10 , Noun  , day  , tag , 500 , day , 500 , 0.864 , ever ,
500 , 1 , state , 10 , Noun  , day  ,  ,  ,  ,  , 0.864 ,  ,
500 , 1 , state , 10 , Noun  , male  , mann , 500 , man , 500 , 0.908 , old ,
500 , 1 , state , 10 , Noun  , male  ,  ,  ,  ,  , 0.908 ,  ,
500 , 1 , state , 10 , Noun  , female  , frau , 500 , women , 500 , 0.812 , ever ,
500 , 1 , state , 10 , Noun  , female  , frauen , 500 , women , 500 , 0.742 , sure ,
500 , 1 , state , 10 , Noun  , female  ,  ,  ,  ,  , 0.777 ,  ,
500 , 1 , state , 10 , Noun  , country  , land , 500 , country , 500 , 0.236 , sure ,
500 , 1 , state , 10 , Noun  , country  ,  ,  ,  ,  , 0.236 ,  ,
500 , 1 , state , 10 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , year  , jahren , 500 , year , 500 , 0.378 , sure ,
500 , 1 , state , 10 , Noun  , year  , jahre , 500 , year , 500 , 0.382 , sure ,
500 , 1 , state , 10 , Noun  , year  , jahres , 500 , year , 500 , 0.378 , sure ,
500 , 1 , state , 10 , Noun  , year  , jahr , 500 , year , 500 , 0.382 , sure ,
500 , 1 , state , 10 , Noun  , year  ,  ,  ,  ,  , 0.38 ,  ,
500 , 1 , state , 10 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.619090909090909
500 , 1 , state , 10 , Proper Noun   , America  , usa , 500 , america , 500 , 0.4 , sure ,
500 , 1 , state , 10 , Proper Noun   , America  ,  ,  ,  ,  , 0.4 ,  ,
500 , 1 , state , 10 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.4
500 , 1 , state , 15 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.04800000000000004 , sure ,
500 , 1 , state , 15 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.04800000000000004 ,  ,
500 , 1 , state , 15 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.758 , sure ,
500 , 1 , state , 15 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.758 ,  ,
500 , 1 , state , 15 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.403
500 , 1 , state , 15 , Verb  , (to) go  , ging , 500 , go , 500 , 0.974 , old ,
500 , 1 , state , 15 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.968 , old ,
500 , 1 , state , 15 , Verb  , (to) go  , geht , 500 , go , 500 , 0.974 , old ,
500 , 1 , state , 15 , Verb  , (to) go  ,  ,  ,  ,  , 0.972 ,  ,
500 , 1 , state , 15 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.396 , sure ,
500 , 1 , state , 15 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.41000000000000003 , sure ,
500 , 1 , state , 15 , Verb  , (to) show  ,  ,  ,  ,  , 0.403 ,  ,
500 , 1 , state , 15 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) make  , gemacht , 500 , made , 500 , 0.622 , sure ,
500 , 1 , state , 15 , Verb  , (to) make  , machen , 500 , made , 500 , 0.624 , sure ,
500 , 1 , state , 15 , Verb  , (to) make  , macht , 500 , made , 500 , 0.632 , sure ,
500 , 1 , state , 15 , Verb  , (to) make  ,  ,  ,  ,  , 0.626 ,  ,
500 , 1 , state , 15 , Verb  , (to) do  , tun , 500 , do , 500 , 0.966 , old ,
500 , 1 , state , 15 , Verb  , (to) do  ,  ,  ,  ,  , 0.966 ,  ,
500 , 1 , state , 15 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.91 , old ,
500 , 1 , state , 15 , Verb  , (to) take  ,  ,  ,  ,  , 0.91 ,  ,
500 , 1 , state , 15 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.856 , ever ,
500 , 1 , state , 15 , Verb  , (to) play  ,  ,  ,  ,  , 0.856 ,  ,
500 , 1 , state , 15 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.908 , old ,
500 , 1 , state , 15 , Verb  , (to) have  , habe , 500 , has , 500 , 0.902 , old ,
500 , 1 , state , 15 , Verb  , (to) have  , hat , 500 , has , 500 , 0.91 , old ,
500 , 1 , state , 15 , Verb  , (to) have  , haben , 500 , has , 500 , 0.9 , old ,
500 , 1 , state , 15 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.9 , old ,
500 , 1 , state , 15 , Verb  , (to) have  ,  ,  ,  ,  , 0.9040000000000001 ,  ,
500 , 1 , state , 15 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.80325
500 , 1 , state , 15 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , besten , 500 , best , 500 , 0.756 , sure ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.74 , sure ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , gut , 500 , well , 500 , 0.738 , sure ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.746 , sure ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.745 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.31399999999999995 , sure ,
500 , 1 , state , 15 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.31399999999999995 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.9339999999999999 , old ,
500 , 1 , state , 15 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.9319999999999999 , old ,
500 , 1 , state , 15 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.9329999999999999 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.7371428571428572
500 , 1 , state , 15 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , day  , tagen , 500 , day , 500 , 0.844 , ever ,
500 , 1 , state , 15 , Noun  , day  , tage , 500 , day , 500 , 0.844 , ever ,
500 , 1 , state , 15 , Noun  , day  , tag , 500 , day , 500 , 0.846 , ever ,
500 , 1 , state , 15 , Noun  , day  ,  ,  ,  ,  , 0.8446666666666666 ,  ,
500 , 1 , state , 15 , Noun  , male  , mann , 500 , men , 500 , 0.914 , old ,
500 , 1 , state , 15 , Noun  , male  ,  ,  ,  ,  , 0.914 ,  ,
500 , 1 , state , 15 , Noun  , female  , frau , 500 , women , 500 , 0.762 , due ,
500 , 1 , state , 15 , Noun  , female  , frauen , 500 , women , 500 , 0.7 , sure ,
500 , 1 , state , 15 , Noun  , female  ,  ,  ,  ,  , 0.731 ,  ,
500 , 1 , state , 15 , Noun  , country  , land , 500 , country , 500 , 0.21399999999999997 , sure ,
500 , 1 , state , 15 , Noun  , country  ,  ,  ,  ,  , 0.21399999999999997 ,  ,
500 , 1 , state , 15 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , year  , jahren , 500 , year , 500 , 0.394 , sure ,
500 , 1 , state , 15 , Noun  , year  , jahre , 500 , year , 500 , 0.398 , sure ,
500 , 1 , state , 15 , Noun  , year  , jahres , 500 , year , 500 , 0.396 , sure ,
500 , 1 , state , 15 , Noun  , year  , jahr , 500 , year , 500 , 0.4 , sure ,
500 , 1 , state , 15 , Noun  , year  ,  ,  ,  ,  , 0.397 ,  ,
500 , 1 , state , 15 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.6101818181818183
500 , 1 , state , 15 , Proper Noun   , America  , usa , 500 , america , 500 , 0.44599999999999995 , sure ,
500 , 1 , state , 15 , Proper Noun   , America  ,  ,  ,  ,  , 0.44599999999999995 ,  ,
500 , 1 , state , 15 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.44599999999999995
500 , 1 , state , 20 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.07399999999999995 , sure ,
500 , 1 , state , 20 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.07399999999999995 ,  ,
500 , 1 , state , 20 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.79 , due ,
500 , 1 , state , 20 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.79 ,  ,
500 , 1 , state , 20 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.432
500 , 1 , state , 20 , Verb  , (to) go  , ging , 500 , go , 500 , 0.966 , old ,
500 , 1 , state , 20 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.96 , old ,
500 , 1 , state , 20 , Verb  , (to) go  , geht , 500 , go , 500 , 0.962 , old ,
500 , 1 , state , 20 , Verb  , (to) go  ,  ,  ,  ,  , 0.9626666666666667 ,  ,
500 , 1 , state , 20 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.392 , sure ,
500 , 1 , state , 20 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.41000000000000003 , sure ,
500 , 1 , state , 20 , Verb  , (to) show  ,  ,  ,  ,  , 0.401 ,  ,
500 , 1 , state , 20 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) make  , gemacht , 500 , made , 500 , 0.626 , sure ,
500 , 1 , state , 20 , Verb  , (to) make  , machen , 500 , made , 500 , 0.63 , sure ,
500 , 1 , state , 20 , Verb  , (to) make  , macht , 500 , made , 500 , 0.636 , sure ,
500 , 1 , state , 20 , Verb  , (to) make  ,  ,  ,  ,  , 0.6306666666666666 ,  ,
500 , 1 , state , 20 , Verb  , (to) do  , tun , 500 , do , 500 , 0.972 , old ,
500 , 1 , state , 20 , Verb  , (to) do  ,  ,  ,  ,  , 0.972 ,  ,
500 , 1 , state , 20 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.91 , old ,
500 , 1 , state , 20 , Verb  , (to) take  ,  ,  ,  ,  , 0.91 ,  ,
500 , 1 , state , 20 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.85 , due ,
500 , 1 , state , 20 , Verb  , (to) play  ,  ,  ,  ,  , 0.85 ,  ,
500 , 1 , state , 20 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.906 , old ,
500 , 1 , state , 20 , Verb  , (to) have  , habe , 500 , has , 500 , 0.906 , old ,
500 , 1 , state , 20 , Verb  , (to) have  , hat , 500 , has , 500 , 0.914 , old ,
500 , 1 , state , 20 , Verb  , (to) have  , haben , 500 , has , 500 , 0.906 , old ,
500 , 1 , state , 20 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.906 , old ,
500 , 1 , state , 20 , Verb  , (to) have  ,  ,  ,  ,  , 0.9076000000000001 ,  ,
500 , 1 , state , 20 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.8032500000000001
500 , 1 , state , 20 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.728 , sure ,
500 , 1 , state , 20 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.73 , sure ,
500 , 1 , state , 20 , Adjectives/Adverbs  , good  , gut , 500 , best , 500 , 0.734 , sure ,
500 , 1 , state , 20 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.728 , sure ,
500 , 1 , state , 20 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.73 ,  ,
500 , 1 , state , 20 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.33799999999999997 , sure ,
