Vocabulary Size, Context Size, Embedding Mode, Embedding Size, POS Tag, English Lemma, Word Form, Translation Vocabulary Size, Closest Correct Translation, Closest Correct Translation Vocabulary Size, (Average Lemma) Relative Rank, Actual Closest Translation, Average POS Relative Rank
500 , 1 , state , 5 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.6333333333333333
500 , 1 , state , 5 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Noun  , day  , day , 500 , tag , 500 , 0.738 , juli ,
500 , 1 , state , 5 , Noun  , day  , days , 500 , tag , 500 , 0.744 , juli ,
500 , 1 , state , 5 , Noun  , day  ,  ,  ,  ,  , 0.741 ,  ,
500 , 1 , state , 5 , Noun  , male  , men , 500 , mann , 500 , 0.702 , überhaupt ,
500 , 1 , state , 5 , Noun  , male  , man , 500 , mann , 500 , 0.708 , überhaupt ,
500 , 1 , state , 5 , Noun  , male  ,  ,  ,  ,  , 0.705 ,  ,
500 , 1 , state , 5 , Noun  , female  , woman , 500 , frau , 500 , 0.43200000000000005 , staat ,
500 , 1 , state , 5 , Noun  , female  , women , 500 , frau , 500 , 0.45599999999999996 , staat ,
500 , 1 , state , 5 , Noun  , female  ,  ,  ,  ,  , 0.444 ,  ,
500 , 1 , state , 5 , Noun  , country  , countries , 500 , land , 500 , 0.43999999999999995 , staat ,
500 , 1 , state , 5 , Noun  , country  , country , 500 , land , 500 , 0.41800000000000004 , staat ,
500 , 1 , state , 5 , Noun  , country  ,  ,  ,  ,  , 0.429 ,  ,
500 , 1 , state , 5 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 5 , Noun  , year  , year , 500 , jahr , 500 , 0.43400000000000005 , staat ,
500 , 1 , state , 5 , Noun  , year  , years , 500 , jahr , 500 , 0.41800000000000004 , staat ,
500 , 1 , state , 5 , Noun  , year  ,  ,  ,  ,  , 0.42600000000000005 ,  ,
500 , 1 , state , 5 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.5490000000000002
500 , 1 , state , 5 , Proper Noun   , America  , america , 500 , usa , 500 , 0.956 , du ,
500 , 1 , state , 5 , Proper Noun   , America  ,  ,  ,  ,  , 0.956 ,  ,
500 , 1 , state , 5 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.956
500 , 1 , state , 10 , Proper Noun  , moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Proper Noun  , Russia  , russia , 500 , russland , 500 , 0.118 , staat ,
500 , 1 , state , 10 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.118 ,  ,
500 , 1 , state , 10 , Proper Noun  , Europe  , europe , 500 , europa , 500 , 0.08199999999999996 , staat ,
500 , 1 , state , 10 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.08199999999999996 ,  ,
500 , 1 , state , 10 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.09999999999999998
500 , 1 , state , 10 , Verb  , (to) go  , went , 500 , ging , 500 , 0.896 , acht ,
500 , 1 , state , 10 , Verb  , (to) go  , go , 500 , ging , 500 , 0.902 , acht ,
500 , 1 , state , 10 , Verb  , (to) go  , going , 500 , ging , 500 , 0.908 , is ,
500 , 1 , state , 10 , Verb  , (to) go  ,  ,  ,  ,  , 0.902 ,  ,
500 , 1 , state , 10 , Verb  , (to) show  , show , 500 , zeigt , 500 , 0.22799999999999998 , staat ,
500 , 1 , state , 10 , Verb  , (to) show  ,  ,  ,  ,  , 0.22799999999999998 ,  ,
500 , 1 , state , 10 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) make  , made , 500 , gemacht , 500 , 0.652 , überhaupt ,
500 , 1 , state , 10 , Verb  , (to) make  , making , 500 , gemacht , 500 , 0.652 , überhaupt ,
500 , 1 , state , 10 , Verb  , (to) make  , make , 500 , gemacht , 500 , 0.644 , überhaupt ,
500 , 1 , state , 10 , Verb  , (to) make  ,  ,  ,  ,  , 0.6493333333333333 ,  ,
500 , 1 , state , 10 , Verb  , (to) do  , does , 500 , tun , 500 , 0.75 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , doing , 500 , tun , 500 , 0.762 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , don , 500 , tun , 500 , 0.72 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , done , 500 , tun , 500 , 0.712 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , do , 500 , tun , 500 , 0.738 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , doesn , 500 , tun , 500 , 0.762 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , did , 500 , tun , 500 , 0.73 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  , didn , 500 , tun , 500 , 0.748 , juli ,
500 , 1 , state , 10 , Verb  , (to) do  ,  ,  ,  ,  , 0.74025 ,  ,
500 , 1 , state , 10 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) take  , took , 500 , nehmen , 500 , 0.30200000000000005 , staat ,
500 , 1 , state , 10 , Verb  , (to) take  , taken , 500 , nehmen , 500 , 0.30600000000000005 , staat ,
500 , 1 , state , 10 , Verb  , (to) take  , take , 500 , nehmen , 500 , 0.28400000000000003 , staat ,
500 , 1 , state , 10 , Verb  , (to) take  , taking , 500 , nehmen , 500 , 0.262 , staat ,
500 , 1 , state , 10 , Verb  , (to) take  ,  ,  ,  ,  , 0.28850000000000003 ,  ,
500 , 1 , state , 10 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Verb  , (to) play  , play , 500 , spielen , 500 , 0.07599999999999996 , staat ,
500 , 1 , state , 10 , Verb  , (to) play  ,  ,  ,  ,  , 0.07599999999999996 ,  ,
500 , 1 , state , 10 , Verb  , (to) have  , has , 500 , hat , 500 , 0.788 , juli ,
500 , 1 , state , 10 , Verb  , (to) have  , had , 500 , hat , 500 , 0.766 , juli ,
500 , 1 , state , 10 , Verb  , (to) have  , having , 500 , hat , 500 , 0.78 , juli ,
500 , 1 , state , 10 , Verb  , (to) have  , have , 500 , hat , 500 , 0.778 , juli ,
500 , 1 , state , 10 , Verb  , (to) have  ,  ,  ,  ,  , 0.778 ,  ,
500 , 1 , state , 10 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.6310833333333333
500 , 1 , state , 10 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , well , 500 , gut , 500 , 0.894 , acht ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , best , 500 , gut , 500 , 0.906 , hin ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , good , 500 , gut , 500 , 0.894 , acht ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  , better , 500 , gut , 500 , 0.9 , acht ,
500 , 1 , state , 10 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.8985 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , European  , european , 500 , europäischen , 500 , 0.02400000000000002 , staat ,
500 , 1 , state , 10 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.02400000000000002 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , high  , high , 500 , große , 500 , 0.33399999999999996 , staat ,
500 , 1 , state , 10 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.33399999999999996 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.6586666666666666
500 , 1 , state , 10 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , day  , day , 500 , tag , 500 , 0.736 , juli ,
500 , 1 , state , 10 , Noun  , day  , days , 500 , tag , 500 , 0.758 , juli ,
500 , 1 , state , 10 , Noun  , day  ,  ,  ,  ,  , 0.747 ,  ,
500 , 1 , state , 10 , Noun  , male  , men , 500 , mann , 500 , 0.688 , überhaupt ,
500 , 1 , state , 10 , Noun  , male  , man , 500 , mann , 500 , 0.698 , überhaupt ,
500 , 1 , state , 10 , Noun  , male  ,  ,  ,  ,  , 0.693 ,  ,
500 , 1 , state , 10 , Noun  , female  , woman , 500 , frau , 500 , 0.43400000000000005 , staat ,
500 , 1 , state , 10 , Noun  , female  , women , 500 , frau , 500 , 0.474 , staat ,
500 , 1 , state , 10 , Noun  , female  ,  ,  ,  ,  , 0.454 ,  ,
500 , 1 , state , 10 , Noun  , country  , countries , 500 , land , 500 , 0.482 , staat ,
500 , 1 , state , 10 , Noun  , country  , country , 500 , land , 500 , 0.43400000000000005 , staat ,
500 , 1 , state , 10 , Noun  , country  ,  ,  ,  ,  , 0.458 ,  ,
500 , 1 , state , 10 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 10 , Noun  , year  , year , 500 , jahr , 500 , 0.41000000000000003 , staat ,
500 , 1 , state , 10 , Noun  , year  , years , 500 , jahr , 500 , 0.398 , staat ,
500 , 1 , state , 10 , Noun  , year  ,  ,  ,  ,  , 0.404 ,  ,
500 , 1 , state , 10 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.5512
500 , 1 , state , 10 , Proper Noun   , America  , america , 500 , usa , 500 , 0.94 , of ,
500 , 1 , state , 10 , Proper Noun   , America  ,  ,  ,  ,  , 0.94 ,  ,
500 , 1 , state , 10 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.94
500 , 1 , state , 15 , Proper Noun  , moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Proper Noun  , Russia  , russia , 500 , russland , 500 , 0.128 , staat ,
500 , 1 , state , 15 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.128 ,  ,
500 , 1 , state , 15 , Proper Noun  , Europe  , europe , 500 , europa , 500 , 0.07999999999999996 , staat ,
500 , 1 , state , 15 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.07999999999999996 ,  ,
500 , 1 , state , 15 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.10399999999999998
500 , 1 , state , 15 , Verb  , (to) go  , went , 500 , ging , 500 , 0.902 , acht ,
500 , 1 , state , 15 , Verb  , (to) go  , go , 500 , ging , 500 , 0.904 , acht ,
500 , 1 , state , 15 , Verb  , (to) go  , going , 500 , ging , 500 , 0.904 , acht ,
500 , 1 , state , 15 , Verb  , (to) go  ,  ,  ,  ,  , 0.9033333333333333 ,  ,
500 , 1 , state , 15 , Verb  , (to) show  , show , 500 , zeigt , 500 , 0.252 , staat ,
500 , 1 , state , 15 , Verb  , (to) show  ,  ,  ,  ,  , 0.252 ,  ,
500 , 1 , state , 15 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) make  , made , 500 , gemacht , 500 , 0.652 , überhaupt ,
500 , 1 , state , 15 , Verb  , (to) make  , making , 500 , gemacht , 500 , 0.652 , überhaupt ,
500 , 1 , state , 15 , Verb  , (to) make  , make , 500 , gemacht , 500 , 0.652 , überhaupt ,
500 , 1 , state , 15 , Verb  , (to) make  ,  ,  ,  ,  , 0.652 ,  ,
500 , 1 , state , 15 , Verb  , (to) do  , does , 500 , tun , 500 , 0.758 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , doing , 500 , tun , 500 , 0.77 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , don , 500 , tun , 500 , 0.726 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , done , 500 , tun , 500 , 0.724 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , do , 500 , tun , 500 , 0.74 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , doesn , 500 , tun , 500 , 0.766 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , did , 500 , tun , 500 , 0.732 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  , didn , 500 , tun , 500 , 0.744 , juli ,
500 , 1 , state , 15 , Verb  , (to) do  ,  ,  ,  ,  , 0.745 ,  ,
500 , 1 , state , 15 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) take  , took , 500 , nehmen , 500 , 0.30400000000000005 , staat ,
500 , 1 , state , 15 , Verb  , (to) take  , taken , 500 , nehmen , 500 , 0.29000000000000004 , staat ,
500 , 1 , state , 15 , Verb  , (to) take  , take , 500 , nehmen , 500 , 0.278 , staat ,
500 , 1 , state , 15 , Verb  , (to) take  , taking , 500 , nehmen , 500 , 0.22399999999999998 , staat ,
500 , 1 , state , 15 , Verb  , (to) take  ,  ,  ,  ,  , 0.274 ,  ,
500 , 1 , state , 15 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Verb  , (to) play  , play , 500 , spielen , 500 , 0.06999999999999995 , staat ,
500 , 1 , state , 15 , Verb  , (to) play  ,  ,  ,  ,  , 0.06999999999999995 ,  ,
500 , 1 , state , 15 , Verb  , (to) have  , has , 500 , hat , 500 , 0.78 , juli ,
500 , 1 , state , 15 , Verb  , (to) have  , had , 500 , hat , 500 , 0.752 , juli ,
500 , 1 , state , 15 , Verb  , (to) have  , having , 500 , hat , 500 , 0.778 , juli ,
500 , 1 , state , 15 , Verb  , (to) have  , have , 500 , hat , 500 , 0.764 , juli ,
500 , 1 , state , 15 , Verb  , (to) have  ,  ,  ,  ,  , 0.7685 ,  ,
500 , 1 , state , 15 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.6299166666666666
500 , 1 , state , 15 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , well , 500 , gut , 500 , 0.906 , acht ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , best , 500 , gut , 500 , 0.906 , acht ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , good , 500 , gut , 500 , 0.906 , acht ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  , better , 500 , gut , 500 , 0.908 , acht ,
500 , 1 , state , 15 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.9065 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , European  , european , 500 , europäischen , 500 , 0.020000000000000018 , staat ,
500 , 1 , state , 15 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.020000000000000018 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , high  , high , 500 , große , 500 , 0.32599999999999996 , staat ,
500 , 1 , state , 15 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.32599999999999996 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.662
500 , 1 , state , 15 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , day  , day , 500 , tag , 500 , 0.736 , juli ,
500 , 1 , state , 15 , Noun  , day  , days , 500 , tag , 500 , 0.744 , juli ,
500 , 1 , state , 15 , Noun  , day  ,  ,  ,  ,  , 0.74 ,  ,
500 , 1 , state , 15 , Noun  , male  , men , 500 , mann , 500 , 0.696 , überhaupt ,
500 , 1 , state , 15 , Noun  , male  , man , 500 , mann , 500 , 0.694 , überhaupt ,
500 , 1 , state , 15 , Noun  , male  ,  ,  ,  ,  , 0.695 ,  ,
500 , 1 , state , 15 , Noun  , female  , woman , 500 , frau , 500 , 0.43200000000000005 , staat ,
500 , 1 , state , 15 , Noun  , female  , women , 500 , frau , 500 , 0.46399999999999997 , staat ,
500 , 1 , state , 15 , Noun  , female  ,  ,  ,  ,  , 0.448 ,  ,
500 , 1 , state , 15 , Noun  , country  , countries , 500 , land , 500 , 0.46199999999999997 , staat ,
500 , 1 , state , 15 , Noun  , country  , country , 500 , land , 500 , 0.42000000000000004 , staat ,
500 , 1 , state , 15 , Noun  , country  ,  ,  ,  ,  , 0.441 ,  ,
500 , 1 , state , 15 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 15 , Noun  , year  , year , 500 , jahr , 500 , 0.41800000000000004 , staat ,
500 , 1 , state , 15 , Noun  , year  , years , 500 , jahr , 500 , 0.41600000000000004 , staat ,
500 , 1 , state , 15 , Noun  , year  ,  ,  ,  ,  , 0.41700000000000004 ,  ,
500 , 1 , state , 15 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.5482
500 , 1 , state , 15 , Proper Noun   , America  , america , 500 , usa , 500 , 0.95 , is ,
500 , 1 , state , 15 , Proper Noun   , America  ,  ,  ,  ,  , 0.95 ,  ,
500 , 1 , state , 15 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.95
500 , 1 , state , 20 , Proper Noun  , moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Proper Noun  , Russia  , russia , 500 , russland , 500 , 0.134 , staat ,
500 , 1 , state , 20 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.134 ,  ,
500 , 1 , state , 20 , Proper Noun  , Europe  , europe , 500 , europa , 500 , 0.08599999999999997 , staat ,
500 , 1 , state , 20 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.08599999999999997 ,  ,
500 , 1 , state , 20 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.10999999999999999
500 , 1 , state , 20 , Verb  , (to) go  , went , 500 , ging , 500 , 0.898 , acht ,
500 , 1 , state , 20 , Verb  , (to) go  , go , 500 , ging , 500 , 0.9 , acht ,
500 , 1 , state , 20 , Verb  , (to) go  , going , 500 , ging , 500 , 0.902 , acht ,
500 , 1 , state , 20 , Verb  , (to) go  ,  ,  ,  ,  , 0.9 ,  ,
500 , 1 , state , 20 , Verb  , (to) show  , show , 500 , zeigt , 500 , 0.26 , staat ,
500 , 1 , state , 20 , Verb  , (to) show  ,  ,  ,  ,  , 0.26 ,  ,
500 , 1 , state , 20 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 1 , state , 20 , Verb  , (to) make  , made , 500 , gemacht , 500 , 0.638 , überhaupt ,
500 , 1 , state , 20 , Verb  , (to) make  , making , 500 , gemacht , 500 , 0.646 , überhaupt ,
500 , 1 , state , 20 , Verb  , (to) make  , make , 500 , gemacht , 500 , 0.64 , überhaupt ,
500 , 1 , state , 20 , Verb  , (to) make  ,  ,  ,  ,  , 0.6413333333333333 ,  ,
500 , 1 , state , 20 , Verb  , (to) do  , does , 500 , tun , 500 , 0.766 , juli ,
500 , 1 , state , 20 , Verb  , (to) do  , doing , 500 , tun , 500 , 0.774 , juli ,
500 , 1 , state , 20 , Verb  , (to) do  , don , 500 , tun , 500 , 0.74 , juli ,
500 , 1 , state , 20 , Verb  , (to) do  , done , 500 , tun , 500 , 0.738 , juli ,
